RID,,Rxn description,Formula,LB,UB,subSystem,Gene Rule,Bibliomic - Intracellular,Biblomic - Exchange,Proteomic,OMIM disease,Drug target,Confidence Score,Reference ID,,,,,,,,,,,,,,,,,,,,,,,,,,
298,FAOXC1811603m,Beta oxidation  fatty acid,4 fad[m] + 5 h2o[m] + 5 coa[m] + 5 nad[m] + odecoa[m]  -> 5 nadh[m] + 5 accoa[m] + 4 fadh2[m] + 5 h[m] + occoa[m] ,0,1000,Fatty acid oxidation,34 or 35,0,0,1,1,0,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1
299,FAOXC182806m,Beta oxidation of fatty acid,3 fad[m] + 5 h2o[m] + 5 coa[m] + 5 nad[m] + lnlccoa[m]  -> 5 nadh[m] + 5 accoa[m] + 3 fadh2[m] + 5 h[m] + occoa[m] ,0,1000,Fatty acid oxidation,34 or 35,0,0,1,1,0,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1
300,FAOXC204,Beta oxidation of long chain fatty acid,5 fad[m] + 9 h2o[m] + arachdcoa[m] + 9 coa[m] + 9 nad[m]  -> 9 nadh[m] + 10 accoa[m] + 5 fadh2[m] + 9 h[m] ,0,1000,Fatty acid oxidation,34 or 35,0,0,1,1,0,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1
301,FAOXC80,Beta oxidation of med/long chain fatty acid,3 fad[m] + 3 h2o[m] + 3 coa[m] + 3 nad[m] + occoa[m]  -> 3 nadh[m] + 4 accoa[m] + 3 fadh2[m] + 3 h[m] ,0,1000,Fatty acid oxidation,34 or 35,0,0,1,1,0,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1
302,FAS100COA,fatty acyl-CoA synthase (n-C10:0CoA),malcoa[c] + 3 h[c] + occoa[c] + 2 nadph[c]  -> h2o[c] + 2 nadp[c] + coa[c] + dcacoa[c] + co2[c] ,0,1000,Fatty acid elongation,2194,0,0,1,0,1,4,24,2,21,16,8,3,,,,,,,,,,,,,,,,,,,,,1
303,FAS120COA,fatty-acyl-CoA synthase (n-C12:0CoA),malcoa[c] + 3 h[c] + dcacoa[c] + 2 nadph[c]  -> h2o[c] + 2 nadp[c] + coa[c] + ddcacoa[c] + co2[c] ,0,1000,Fatty acid elongation,2194,0,0,1,0,1,4,24,2,21,16,8,3,,,,,,,,,,,,,,,,,,,,,1
304,FAS140COA,fatty-acyl-CoA synthase (n-C14:0CoA),malcoa[c] + ddcacoa[c] + 3 h[c] + 2 nadph[c]  -> h2o[c] + 2 nadp[c] + coa[c] + tdcoa[c] + co2[c] ,0,1000,Fatty acid elongation,2194,0,0,1,0,1,4,24,2,21,16,8,3,,,,,,,,,,,,,,,,,,,,,1
305,FAS160COA,fatty-acyl-CoA synthase (n-C16:0CoA),malcoa[c] + tdcoa[c] + 3 h[c] + 2 nadph[c]  -> h2o[c] + 2 nadp[c] + coa[c] + pmtcoa[c] + co2[c] ,0,1000,Fatty acid elongation,2194,0,0,1,0,1,4,24,2,21,16,8,3,,,,,,,,,,,,,,,,,,,,,1
306,FAS180COA,fatty-acyl-CoA synthase (n-C18:0CoA),malcoa[c] + pmtcoa[c] + 3 h[c] + 2 nadph[c]  -> h2o[c] + 2 nadp[c] + coa[c] + stcoa[c] + co2[c] ,0,1000,Fatty acid elongation,2194,1,0,1,0,1,5,92,94,175,24,2,21,16,8,3,,,,,,,,,,,,,,,,,,1
307,FAS80COA_L,"fatty acyl-CoA synthase (n-C8:0CoA), lumped reaction",3 malcoa[c] + accoa[c] + 9 h[c] + 6 nadph[c]  -> 3 h2o[c] + 6 nadp[c] + 3 coa[c] + occoa[c] + 3 co2[c] ,0,1000,Fatty acid elongation,2194,0,0,1,0,1,4,24,2,21,16,8,3,,,,,,,,,,,,,,,,,,,,,1
308,FATP1t,fatty acid electroneutral transport,na1[c] + hdca[c]  <=> na1[e] + hdca[e] ,-1000,1000,"Transport, Extracellular",11000 or 376497 or 10999,0,0,1,1,0,4,21,,,,,,,,,,,,,,,,,,,,,,,,,,1
309,FATP2t,fatty acid electroneutral transport,na1[c] + ocdcea[c]  <=> na1[e] + ocdcea[e] ,-1000,1000,"Transport, Extracellular",376497,0,0,1,0,0,4,21,,,,,,,,,,,,,,,,,,,,,,,,,,1
310,FATP3t,fatty acid electroneutral transport,na1[c] + ocdca[c]  <=> na1[e] + ocdca[e] ,-1000,1000,"Transport, Extracellular",376497,0,0,1,0,0,4,21,,,,,,,,,,,,,,,,,,,,,,,,,,1
311,FATP5t,fatty acid electroneutral transport,na1[c] + arachd[c]  <=> na1[e] + arachd[e] ,-1000,1000,"Transport, Extracellular",10998,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
312,FBA,fructose-bisphosphate aldolase,fdp[c]  <=> dhap[c] + g3p[c] ,-1000,1000,Glycolysis/Gluconeogenesis,226 or 230,1,0,1,1,0,5,119,120,137,144,23,24,11,14,13,21,22,18,29,2,1,3,6,5,19,,,,,,,,1
313,FBA2,D-Fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase,f1p[c]  <=> dhap[c] + glyald[c] ,-1000,1000,Fructose and Mannose Metabolism,226 or 230,0,0,1,1,0,4,23,24,11,14,13,21,22,18,29,2,1,3,6,5,19,,,,,,,,,,,,1
314,FBP,fructose-bisphosphatase,h2o[c] + fdp[c]  -> f6p[c] + pi[c] ,0,1000,Glycolysis/Gluconeogenesis,2203 or 8789,1,0,0,1,0,5,161,300,,,,,,,,,,,,,,,,,,,,,,,,,1
315,FBP26,"Fructose-2,6-bisphosphate 2-phosphatase",h2o[c] + f26bp[c]  -> f6p[c] + pi[c] ,0,1000,Fructose and Mannose Metabolism,8789 or 5207 or 5208 or 5209 or 5210 or 2203,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
316,FCLTm,"Ferrochelatase, mitochondrial",fe2[m] + ppp9[m]  -> 2 h[m] + pheme[m] ,0,1000,Heme Biosynthesis,2235,0,0,1,1,0,3,24,,,,,,,,,,,,,,,,,,,,,,,,,,1
317,FE2t,iron (II) transport,fe2[e]  -> fe2[c] ,0,1000,"Transport, Extracellular",,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1
318,FE2tm,iron (II) transport,fe2[c] + h[c]  -> fe2[m] + h[m] ,0,1000,"Transport, Mitochondrial",,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
319,FPGS7m,"folylpolyglutamate synthetase (10fthf), mitochondrial",4 atp[m] + 10fthf[m] + 4 glu_L[m]  -> 10fthf5glu[m] + 4 pi[m] + 4 h[m] + 4 adp[m] ,0,1000,Folate Metabolism,2356,0,0,0,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
320,FPGS8m,"folylpolyglutamate synthetase (10fthf), mitochondrial",atp[m] + 10fthf5glu[m] + glu_L[m]  -> 10fthf6glu[m] + pi[m] + h[m] + adp[m] ,0,1000,Folate Metabolism,2356,0,0,0,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
321,FPGS9,folylpolyglutamate synthetase (10fthf),10fthf6glu[c] + atp[c] + glu_L[c]  -> pi[c] + h[c] + adp[c] + 10fthf7glu[c] ,0,1000,Folate Metabolism,2356,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
322,FPGS9m,"folylpolyglutamate synthetase (10fthf), mitochondrial",atp[m] + glu_L[m] + 10fthf6glu[m]  -> pi[m] + h[m] + adp[m] + 10fthf7glu[m] ,0,1000,Folate Metabolism,2356,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
323,FRUt1r,D-fructose transport in via uniport,fru[e]  <=> fru[c] ,-1000,1000,"Transport, Extracellular",155184 or 6514 or 66035 or 29988 or 6518,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
324,FRUt4,D-fructose transport  via sodium cotransport,na1[e] + fru[e]  <=> na1[c] + fru[c] ,-1000,1000,"Transport, Extracellular",200010,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
325,FTHFL,formate-tetrahydrofolate ligase,for[c] + thf[c] + atp[c]  <=> 10fthf[c] + pi[c] + adp[c] ,0,1000,Folate Metabolism,4522,0,0,1,1,0,4,0,18,3,24,,,,,,,,,,,,,,,,,,,,,,,1
326,FUMAC,fumarylacetoacetase,h2o[c] + 4fumacac[c]  -> h[c] + fum[c] + acac[c] ,0,1000,Tyrosine metabolism,2184,0,0,1,1,0,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,1
327,FUMSO3tm,"Fumarate:sulfite antiport, mitochondrial",fum[c] + so3[m]  <=> so3[c] + fum[m] ,-1000,1000,"Transport, Mitochondrial",1468,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
328,FUMTSULtm,"Fumarate:thiosulfate antiport, mitochondrial",fum[c] + tsul[m]  <=> fum[m] + tsul[c] ,-1000,1000,"Transport, Mitochondrial",1468,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
329,FUMm,"fumarase, mitochondrial",h2o[m] + fum[m]  <=> mal_L[m] ,-1000,1000,Citric Acid Cycle,2271,0,0,1,1,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,1
330,FUMtm,"fumarate transport, mitochondrial",pi[m] + fum[c]  <=> pi[c] + fum[m] ,-1000,1000,"Transport, Mitochondrial",1468,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
331,G3PD1,glycerol-3-phosphate dehydrogenase (NAD),glyc3p[c] + nad[c]  <=> nadh[c] + dhap[c] + h[c] ,-1000,1000,Glycerophospholipid Metabolism,2819,1,0,0,1,0,5,119,120,,,,,,,,,,,,,,,,,,,,,,,,,1
332,G3PD2m,"glycerol-3-phosphate dehydrogenase (FAD), mitochondrial",fad[m] + glyc3p[c]  -> fadh2[m] + dhap[c] ,0,1000,Glycolysis/Gluconeogenesis,2820,0,0,1,1,0,4,23,24,12,21,8,29,2,,,,,,,,,,,,,,,,,,,,1
333,G5SADrm,"L-glutamate 5-semialdehyde dehydratase, reversible, mitochondrial",glu5sa[m]  <=> h2o[m] + 1pyr5c[m] + h[m] ,-1000,1000,Proline Metabolism,,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1
334,G6PDH2r,glucose 6-phosphate dehydrogenase,nadp[c] + g6p[c]  <=> 6pgl[c] + h[c] + nadph[c] ,0,1000,Pentose Phosphate Pathway,2539,1,0,1,1,0,5,66,175,259,261,24,21,22,18,29,0,2,3,,,,,,,,,,,,,,,1
335,G6PPer,"glucose-6-phosphate phosphatase, edoplasmic reticular",h2o[r] + g6p[r]  -> pi[r] + glc_D[r] ,0,1000,Glycolysis/Gluconeogenesis,57818 or 92579 or 2538,1,0,0,1,0,5,92,301,302,303,,,,,,,,,,,,,,,,,,,,,,,1
336,G6Pter,glucose 6-phosphate endoplasmic reticular transport via diffusion,g6p[c]  <=> g6p[r] ,-1000,1000,"Transport, Endoplasmic Reticular",2542,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
337,GACMTRc,guanidinoacetate N-methyltransferase (c),amet[c] + gudac[c]  <=> h[c] + creat[c] + ahcys[c] ,-1000,1000,Urea cycle/amino group metabolism,2593,0,0,1,1,1,4,8,1,,,,,,,,,,,,,,,,,,,,,,,,,1
338,GALK,galactokinase,atp[c] + gal[c]  -> gal1p[c] + h[c] + adp[c] ,0,1000,Galactose metabolism,2584,0,0,1,1,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,1
339,GALT,galactose-1-phosphate uridylyltransferase,utp[c] + gal1p[c] + h[c]  <=> udpgal[c] + ppi[c] ,-1000,1000,Galactose metabolism,2592,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
340,GALU,UTP-glucose-1-phosphate uridylyltransferase,utp[c] + h[c] + g1p[c]  <=> ppi[c] + udpg[c] ,-1000,1000,Galactose metabolism,7360,0,0,1,0,0,4,24,3,21,22,,,,,,,,,,,,,,,,,,,,,,,1
341,GALt1r,galactose transport (uniport),gal[e]  <=> gal[c] ,-1000,1000,"Transport, Extracellular",6515,0,0,1,0,0,4,23,24,0,21,22,8,5,,,,,,,,,,,,,,,,,,,,1
342,GAPD,glyceraldehyde-3-phosphate dehydrogenase,nad[c] + pi[c] + g3p[c]  <=> nadh[c] + 13dpg[c] + h[c] ,-1000,1000,Glycolysis/Gluconeogenesis,2597,1,0,1,0,0,5,48,114,119,128,24,19,23,9,11,14,13,21,22,31,29,28,0,2,1,3,6,,,,,,1
343,GARFT,phosphoribosylglycinamide formyltransferase,10fthf[c] + gar[c]  <=> thf[c] + fgam[c] + h[c] ,-1000,1000,IMP Biosynthesis,2618,0,0,1,0,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,1
344,GGH_10FTHF5GLUl,"Gamma-glutamyl hydrolase (10FTHF5GLU), lysosomal",4 h2o[l] + 10fthf5glu[l]  -> 10fthf[l] + 4 glu_L[l] ,0,1000,Folate Metabolism,8836,0,0,1,0,0,4,0,8,24,,,,,,,,,,,,,,,,,,,,,,,,1
345,GGH_10FTHF6GLUl,"Gamma-glutamyl hydrolase (10FTHF6GLU), lysosomal",h2o[l] + 10fthf6glu[l]  -> 10fthf5glu[l] + glu_L[l] ,0,1000,Folate Metabolism,8836,0,0,1,0,0,4,0,8,24,,,,,,,,,,,,,,,,,,,,,,,,1
346,GGH_10FTHF7GLUl,"Gamma-glutamyl hydrolase (10FTHF7GLU), lysosomal",h2o[l] + 10fthf7glu[l]  -> glu_L[l] + 10fthf6glu[l] ,0,1000,Folate Metabolism,8836,0,0,1,0,0,4,0,8,24,,,,,,,,,,,,,,,,,,,,,,,,1
347,GGLUCT,gamma-glutamylcyclotransferase,gluala[e]  -> 5oxpro[c] + ala_L[c] ,0,1000,Glutathione Metabolism,2655,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
348,GGNG,glycogenin self-glucosylation,Tyr_ggn[c] + 8 udpg[c]  -> 8 udp[c] + 8 h[c] + ggn[c] ,0,1000,Starch and Sucrose Metabolism,2992 and 8908 and 2997 and 2998,0,0,1,1,0,3,21,,,,,,,,,,,,,,,,,,,,,,,,,,1
349,GGT5r,Gamma-glutamyltransferase 5,h2o[r] + leuktrC4[r]  <=> glu_L[r] + leuktrD4[r] ,-1000,1000,Eicosanoid Metabolism,2687,1,0,0,0,0,5,61,62,317,,,,,,,,,,,,,,,,,,,,,,,,1
350,GGT6,Gamma-glutamyltransferase,glu_L[c] + leuktrE4[c]  <=> leuktrF4[c] + h2o[c] ,-1000,1000,Eicosanoid Metabolism,,1,0,0,0,0,5,61,62,317,,,,,,,,,,,,,,,,,,,,,,,,1
351,GHMT2r,"glycine hydroxymethyltransferase, reversible",ser_L[c] + thf[c]  <=> mlthf[c] + h2o[c] + gly[c] ,-1000,1000,"Glycine, Serine, and Threonine Metabolism",6470,0,0,1,0,1,4,24,3,,,,,,,,,,,,,,,,,,,,,,,,,1
352,GK1,guanylate kinase (GMP:ATP),atp[c] + gmp[c]  <=> gdp[c] + adp[c] ,-1000,1000,Nucleotides,2987,0,0,1,0,0,4,24,,,,,,,,,,,,,,,,,,,,,,,,,,1
353,GLBRAN,"1,4-alpha-glucan branching enzyme (glygn1 -> glygn2)",glygn1[c]  -> glygn2[c] ,0,1000,Starch and Sucrose Metabolism,2632,0,0,1,1,0,4,24,3,,,,,,,,,,,,,,,,,,,,,,,,,1
354,GLCURter,glucuronate endoplasmic reticular transport,glcur[c]  -> glcur[r] ,0,1000,"Transport, Endoplasmic Reticular",,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
355,GLCt1r,glucose transport (uniport),glc_D[e]  <=> glc_D[c] ,-1000,1000,"Transport, Extracellular",144195 or 56606 or 11182 or 6515,0,0,1,1,0,4,23,24,0,21,22,8,5,,,,,,,,,,,,,,,,,,,,1
356,GLCter,"glucose transport, endoplasmic reticulum",glc_D[c]  <=> glc_D[r] ,-1000,1000,"Transport, Endoplasmic Reticular",,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
357,GLDBRAN,glycogen debranching enzyme,h2o[c] + dxtrn[c]  -> glc_D[c] + glygn3[c] ,0,1000,Starch and Sucrose Metabolism,178,0,0,1,1,0,3,21,,,,,,,,,,,,,,,,,,,,,,,,,,1
358,GLGNS1,glycogen synthase (ggn -> glygn1),ggn[c] + 3 udpg[c]  -> 3 udp[c] + 3 h[c] + glygn1[c] ,0,1000,Starch and Sucrose Metabolism,2992 and 8908 and 2997 and 2998,1,0,1,1,0,5,65,161,284,285,286,287,288,289,316,21,,,,,,,,,,,,,,,,,1
359,GLNS,glutamine synthetase,nh4[c] + atp[c] + glu_L[c]  -> gln_L[c] + pi[c] + h[c] + adp[c] ,0,1000,Glutamate metabolism,2752,1,0,1,1,0,5,154,155,16,,,,,,,,,,,,,,,,,,,,,,,,1
360,GLNtm,L-glutamine transport via electroneutral transporter,gln_L[c]  -> gln_L[m] ,0,1000,"Transport, Mitochondrial",,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
361,GLPASE1,glycogen phosphorylase (glygn2 -> dxtrn),glygn2[c] + 3 pi[c]  -> dxtrn[c] + 3 g1p[c] ,0,1000,Starch and Sucrose Metabolism,5834 or 5836 or 5837,1,0,1,1,0,5,64,65,161,24,21,22,18,29,0,3,8,,,,,,,,,,,,,,,,1
362,GLPASE2,glycogen phosphorylase (amyls -> glc-D),7 h2o[c] + glygn3[c]  -> Tyr_ggn[c] + 7 glc_D[c] ,0,1000,Starch and Sucrose Metabolism,5834 or 5836 or 5837,0,0,1,1,0,4,24,21,22,18,29,0,3,8,,,,,,,,,,,,,,,,,,,1
363,GLUCYS,gamma-glutamylcysteine synthetase,cys_L[c] + atp[c] + glu_L[c]  -> glucys[c] + pi[c] + h[c] + adp[c] ,0,1000,Glutathione Metabolism,2729 and 2730,0,0,1,1,0,4,8,24,2,1,3,,,,,,,,,,,,,,,,,,,,,,1
364,GLUDC,Glutamate Decarboxylase,h[c] + glu_L[c]  -> 4abut[c] + co2[c] ,0,1000,Glutamate metabolism,2571 or 2572,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
365,GLUDxm,glutamate dehydrogenase (NAD) (mitochondrial),h2o[m] + glu_L[m] + nad[m]  <=> nadh[m] + nh4[m] + h[m] + akg[m] ,-1000,1000,Glutamate metabolism,2746,1,0,1,1,1,5,117,138,139,140,141,142,155,0,24,3,8,,,,,,,,,,,,,,,,1
366,GLUNm,glutaminase (mitochondrial),h2o[m] + gln_L[m]  -> glu_L[m] + nh4[m] ,0,1000,Glutamate metabolism,2744 or 27165,1,0,0,0,0,5,138,141,151,,,,,,,,,,,,,,,,,,,,,,,,1
367,GLUPRT,glutamine phosphoribosyldiphosphate amidotransferase,gln_L[c] + h2o[c] + prpp[c]  -> ppi[c] + pram[c] + glu_L[c] ,0,1000,IMP Biosynthesis,5471,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
368,GLUTCOADHm,glutaryl-CoA dehydrogenase (mitochondria),fad[m] + h[m] + glutcoa[m]  -> b2coa[m] + fadh2[m] + co2[m] ,0,1000,Tryptophan metabolism,2639,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
369,GLUt6,"Glutamate transport via Na, H symport and K antiport",3 na1[e] + glu_L[e] + h[e] + k[c]  -> 3 na1[c] + h[c] + glu_L[c] + k[e] ,0,1000,"Transport, Extracellular",6505,1,0,1,1,0,5,141,154,21,,,,,,,,,,,,,,,,,,,,,,,,1
370,GLUt7l,"Glutamate transport, lysosomal",glu_L[l]  -> glu_L[c] ,0,1000,"Transport, Lysosomal",,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
371,GLUtr,intracellular transport,glu_L[c]  <=> glu_L[r] ,-1000,1000,"Transport, Endoplasmic Reticular",,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
372,GLYAMDTRc,glycine amidinotransferase (c),gly[c] + arg_L[c]  <=> gudac[c] + orn[c] ,-1000,1000,Urea cycle/amino group metabolism,2628,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
373,GLYBt4_2r,Betaine transport (sodium symport) (2:1),2 na1[e] + glyb[e]  <=> 2 na1[c] + glyb[c] ,-1000,1000,"Transport, Extracellular",6539,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
374,GLYK,glycerol kinase,glyc[c] + atp[c]  -> glyc3p[c] + h[c] + adp[c] ,0,1000,Glycerophospholipid Metabolism,2712 or 2710,1,0,1,1,0,5,171,21,,,,,,,,,,,,,,,,,,,,,,,,,1
375,GLYOX,hydroxyacylglutathione hydrolase,h2o[c] + lgt_S[c]  -> lac_D[c] + h[c] + gthrd[c] ,0,1000,Pyruvate Metabolism,3029,1,0,1,1,0,5,73,114,3,,,,,,,,,,,,,,,,,,,,,,,,1
376,GMPR,GMP reductase,2 h[c] + gmp[c] + nadph[c]  -> nadp[c] + nh4[c] + imp[c] ,0,1000,Nucleotides,51292 or 2766,0,0,1,0,0,4,24,3,,,,,,,,,,,,,,,,,,,,,,,,,1
377,GND,phosphogluconate dehydrogenase,nadp[c] + 6pgc[c]  -> co2[c] + nadph[c] + ru5p_D[c] ,0,1000,Pentose Phosphate Pathway,5226,1,0,1,0,1,5,120,119,127,24,21,29,0,3,,,,,,,,,,,,,,,,,,,1
378,GPDDA1,Glycerophosphodiester phosphodiesterase (Glycerophosphocholine),h2o[c] + g3pc[c]  -> chol[c] + glyc3p[c] + h[c] ,0,1000,Glycerophospholipid Metabolism,,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
379,GSNt,guanosine facilated transport in cytosol,gsn[e]  <=> gsn[c] ,-1000,1000,"Transport, Extracellular",2030,0,0,1,0,0,3,21,,,,,,,,,,,,,,,,,,,,,,,,,,1
380,GTHO,glutathione oxidoreductase,h[c] + gthox[c] + nadph[c]  -> nadp[c] + 2 gthrd[c] ,0,1000,Glutamate metabolism,2936,1,0,1,1,1,5,69,70,72,74,75,77,114,119,8,24,3,,,,,,,,,,,,,,,,1
381,GTHOm,glutathione oxidoreductase,h[m] + gthox[m] + nadph[m]  -> nadp[m] + 2 gthrd[m] ,0,1000,Glutamate metabolism,2936,0,0,1,1,1,4,8,24,3,,,,,,,,,,,,,,,,,,,,,,,,1
382,GTHP,glutathione peroxidase,h2o2[c] + 2 gthrd[c]  <=> 2 h2o[c] + gthox[c] ,-1000,1000,Glutathione Metabolism,2876 or 5052 or 7001 or 2879,1,0,1,1,0,5,69,70,71,72,76,23,24,21,22,30,29,0,2,1,3,5,8,,,,,,,,,,1
383,GTHPe,glutathione peroxidase (e),h2o2[e] + 2 gthrd[e]  <=> 2 h2o[e] + gthox[e] ,-1000,1000,Glutathione Metabolism,257202 or 2878,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1
384,GTHPm,"glutathione peroxidase, mitochondria",h2o2[m] + 2 gthrd[m]  <=> 2 h2o[m] + gthox[m] ,-1000,1000,Glutathione Metabolism,2879 or 10935,0,0,1,0,0,4,0,24,2,1,14,3,8,,,,,,,,,,,,,,,,,,,,1
385,GTHRDtr,glutathione transport via diffusion,gthrd[c]  <=> gthrd[r] ,-1000,1000,"Transport, Endoplasmic Reticular",,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
386,GTHS,glutathione synthetase,atp[c] + glucys[c] + gly[c]  -> pi[c] + h[c] + adp[c] + gthrd[c] ,0,1000,Glutathione Metabolism,2937,0,0,1,1,0,4,0,8,1,3,,,,,,,,,,,,,,,,,,,,,,,1
387,GTMLTe,g-glutamyltransferase (e),ala_L[c] + gthrd[c]  -> cgly[e] + gluala[e] ,0,1000,Glutathione Metabolism,2678,0,0,1,0,0,4,20,21,,,,,,,,,,,,,,,,,,,,,,,,,1
388,GUACYC,guanylate cyclase,gtp[c]  -> 35cgmp[c] + ppi[c] ,0,1000,Nucleotides,(2977 and 2983) or (2982 and 2974) or (2977 and 2974) or (2982 and 2983) or 2984 or 2986 or 4881 or 4882 or 3000,1,0,1,1,1,5,48,49,78,79,80,81,82,315,8,24,21,,,,,,,,,,,,,,,,1
389,GUAPRT,guanine phosphoribosyltransferase,prpp[c] + gua[c]  -> ppi[c] + gmp[c] ,0,1000,Salvage Pathway,3251,1,0,1,1,1,5,167,168,0,24,1,3,,,,,,,,,,,,,,,,,,,,,1
390,GULN3D,L-gulonate 3-dehydrogenase,guln[c] + nad[c]  <=> nadh[c] + h[c] + 3dhguln[c] ,-1000,1000,Pentose and Glucuronate Interconversions,,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
391,GULNDer,"gulonate dehydrogenase, endoplasmic reticulum",glcur[r] + h[r] + nadph[r]  <=> nadp[r] + guln[r] ,-1000,1000,Pentose and Glucuronate Interconversions,,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
392,GULNter,L-gulonate endoplasmic reticular export,guln[r]  -> guln[c] ,0,1000,"Transport, Endoplasmic Reticular",,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
393,H2CO3D,carboxylic acid dissociation,h2o[c] + co2[c]  <=> h2co3[c] ,-1000,1000,Miscellaneous,760 or 377677 or 759,1,0,1,1,1,5,181,174,10,24,11,21,29,0,2,1,3,5,,,,,,,,,,,,,,,1
394,H2CO3D2,carboxylic acid dissociation,hco3[c] + h[c]  <=> h2co3[c] ,-1000,1000,Miscellaneous,,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
395,H2O2t,hydrogen peroxide transport via diffusion,h2o2[e]  <=> h2o2[c] ,-1000,1000,"Transport, Extracellular",,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
396,H2O2tm,hydrogen peroxide mitochondrial transport,h2o2[c]  <=> h2o2[m] ,-1000,1000,"Transport, Mitochondrial",,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
397,H2Otly,"H2O transport, lysosomal",h2o[c]  <=> h2o[l] ,-1000,1000,"Transport, Lysosomal",,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
398,H2Otp,"H2O transport, peroxisomal",h2o[c]  <=> h2o[x] ,-1000,1000,"Transport, Peroxisomal",,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
399,HACD1m,3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA) (mitochondria),nadh[m] + h[m] + aacoa[m]  <=> nad[m] + 3hbcoa[m] ,-1000,1000,Tryptophan metabolism,3032 and 3033 and 3028 and 3030,0,0,1,1,0,4,24,21,22,18,29,0,2,3,5,8,,,,,,,,,,,,,,,,,1
400,HACD9m,"3-hydroxyacyl-CoA dehydrogenase (2-Methylacetoacetyl-CoA), mitochondrial",nad[m] + 3hmbcoa[m]  <=> nadh[m] + h[m] + 2maacoa[m] ,-1000,1000,"Valine, Leucine, and Isoleucine Metabolism",3028,0,0,1,1,0,4,24,2,3,22,5,,,,,,,,,,,,,,,,,,,,,,1
401,HCO3Em,HCO3 equilibration reaction,h2o[m] + co2[m]  <=> hco3[m] + h[m] ,-1000,1000,Urea cycle/amino group metabolism,,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
